Paul, Jones and Jimenez;Sri Lanka;Thomas Clark;7.7;1999
Martinez, Brown and Smith;Saint Vincent and the Grenadines;Harry Harris;1.6;1992
Rodriguez-Parrish;Svalbard & Jan Mayen Islands;Timothy Edwards;7.8;2013
Dawson Ltd;Philippines;Thomas Luna;5.7;1980
Johnson, Porter and White;Chad;Todd Fleming;4.4;2006
Smith, Hickman and Strickland;Nicaragua;William Frazier;8.6;2022
York LLC;Iraq;Nancy Rice;8.2;2011
Cannon PLC;Bosnia and Herzegovina;David Williams;5.7;2012
Gilbert-Johnson;Micronesia;Bonnie Snyder;3.2;1997
Lopez-Norris;Malta;Ronald Anthony;9.9;1980
Ramos Inc;Guyana;Carrie Burgess;9.0;1996
Graham, Smith and Mathis;Gambia;Bailey Oneal;1.1;1997
Jackson-Mccarty;Zambia;Jessica White;5.1;1984
Weber-Chambers;Lithuania;Jessica Barnes;7.8;2003
Allen-Moore;American Samoa;William Mcguire;7.7;1979
Butler, Beltran and Barber;French Southern Territories;Mary Peters;4.2;1994
Chavez, Skinner and Moore;India;Justin Glover;7.5;1976
Woods PLC;Guernsey;Paul Cisneros;5.1;1985
Craig and Sons;Korea;Thomas Smith;8.5;2021
Watkins and Sons;Niger;Heather Snyder;1.4;2016
Wood, Martin and Lam;Angola;Cheyenne Vance;5.5;1997
Hicks, Sims and Moreno;Hungary;Robert Knox;2.8;1999
James-Fernandez;Mexico;Chris Henderson;9.5;1979
Brown-Gutierrez;Nicaragua;Amanda Beck;3.0;1999
Stewart-White;Benin;Christopher Lambert;3.9;2006
Weber Ltd;Ukraine;Austin Deleon;2.4;1988
Aguilar, Summers and Carrillo;Eritrea;Amanda Navarro;7.5;1977
Collins-Reese;Myanmar;Nicole Ryan;9.9;2005
Finley, Lester and Wilson;Comoros;Amy Page;5.6;2004
Waters Inc;Kenya;Shane Murphy;9.8;1976
Fernandez-Johnson;Taiwan;Gregory Craig;1.2;1981
Cross-Newman;Benin;Daniel Chen;6.6;1976
Carter Ltd;Vanuatu;Shelly Lindsey;4.3;2021
Jones-Diaz;Gibraltar;Lynn Porter;1.9;1976
Morris Ltd;Wallis and Futuna;Amanda Case;5.2;1992
Gonzalez Ltd;Brunei Darussalam;Theresa Townsend;7.9;1987
Walker-Jones;Mozambique;Nicholas Perez;3.2;1991
Torres-White;Malta;Caitlin Michael;8.9;1979
Patton-Hall;Eritrea;James Martin;4.7;1985
Barton-Hensley;Brunei Darussalam;Stephanie Carter;4.6;2018
Stanley and Sons;American Samoa;Benjamin Bryant;3.9;2019
Young, Williams and Webb;Vietnam;Kirk Jackson;4.0;1979
Brown, Stewart and Gutierrez;Macedonia;Wendy White;8.2;2020
Mitchell-Washington;Tonga;Phillip Yates;5.0;1972
Holt-Green;Pakistan;Charlene Dorsey;9.7;2011
White-Brown;Sierra Leone;John Harrington;5.3;2019
Lin Inc;Djibouti;Audrey Hamilton;1.7;1980
White, Huerta and Tate;Australia;Alicia Hunter;9.7;1996
Carter, Jones and Morales;Libyan Arab Jamahiriya;Charlotte Meyer;8.4;1971
Banks, Henson and Ellison;Indonesia;Fernando Graham;4.3;1984
Walker, Erickson and Wilson;Czech Republic;Wendy Porter;9.1;1974
Smith-Evans;Iceland;Eric Hansen;1.7;2012
Vasquez Group;Slovenia;Christina Cordova;8.3;1997
Wright, Terry and Mcdaniel;British Indian Ocean Territory (Chagos Archipelago);Paul Smith;1.5;2005
Collins-Hodge;Nigeria;Stephen Moss;4.4;1982
Alexander, Morales and Ali;Dominica;Stephanie Price;9.7;2020
Hamilton PLC;Libyan Arab Jamahiriya;Jeffrey Rogers;1.9;1979
Peterson, Henderson and Duke;Chile;Brandon Garcia;6.1;2013
Davis, Christian and Peterson;Kiribati;Seth Sweeney;7.5;2004
Gonzales Group;Latvia;Derek Perez;9.0;2004
Miller-Wise;Ecuador;James Barnett;10.0;1989
Pierce-Tran;Netherlands;Noah Walters;8.5;1992
Short, Simmons and Parker;Liechtenstein;Joanna Huerta;5.5;1977
Barker, Hunter and Barnes;Mauritania;Kathleen Brown;2.0;1984
Richards-Smith;Guernsey;Susan Perez;1.6;1978
Spears, Rosales and Nunez;Korea;Jeffrey Salazar;5.9;1982
Mcclure Group;Costa Rica;Michelle Estes;8.8;1985
Casey, Jones and Hernandez;Suriname;Philip King;8.6;2004
Burgess PLC;Canada;Nicholas Stephens;2.0;2009
Hill LLC;Holy See (Vatican City State);Benjamin Garza;8.2;1978
Wise-Burnett;Jordan;Jordan Graves;7.2;1997
Hughes, Jackson and Rodriguez;Lesotho;Frank Mckay;4.3;2022
Owens, Garcia and Warren;Finland;Christine Spencer;6.5;1974
Byrd, Compton and Nunez;Germany;Gregory Pope;1.9;1978
Petersen, Evans and Sanchez;Spain;Corey Church;3.1;2012
Robinson-Tucker;Iran;Eric Johnson;3.3;2019
Randall Group;Heard Island and McDonald Islands;Hector Higgins;7.0;2019
Poole LLC;Lao People's Democratic Republic;Christopher Rogers;2.7;2006
Campbell LLC;Tuvalu;Timothy Gibbs;1.9;2008
Mccarty Inc;Australia;Amy Davies;9.9;1989
Smith, Mendez and Schaefer;United Arab Emirates;Robert Parker;5.7;1970
Barrett, Vasquez and Cruz;Cambodia;Heather Jones;3.5;2014
Maddox, White and Marshall;Canada;James Moore;10.0;2012
Wilson-Salazar;South Georgia and the South Sandwich Islands;Laura Kramer;3.0;1970
Brown-Edwards;India;Christina Nielsen;4.5;2006
Cabrera-Rodriguez;Indonesia;John Carlson;1.5;1989
Washington, Fuller and Mitchell;Paraguay;Kevin Sims DVM;5.7;1986
Sullivan, Watkins and Harris;Belize;Gary Leon;7.2;2012
Estrada, Morris and Owens;Malta;Tiffany Adams;7.8;1973
Lutz-Harris;Azerbaijan;Jose Avila;2.0;1979
Cook, Contreras and Nielsen;Denmark;Susan Smith;5.8;2012
Stark-Campbell;Nigeria;Deborah Buckley;1.5;2013
Lam, Mccullough and Mayer;Guinea;Anthony Clarke;3.0;2019
Luna-Clark;Bulgaria;Micheal Nicholson;10.0;1984
Gardner and Sons;India;Lynn Bentley;9.5;1996
Rodgers Ltd;Azerbaijan;John Williams;3.4;1990
Freeman-Moore;Wallis and Futuna;Laura Ryan;1.1;2006
Ramos LLC;Canada;Ashley Brown;5.2;1983
Chen, Avery and Scott;Vietnam;Michael Dunlap;5.3;1999
Castro-Phillips;Solomon Islands;Ariel Obrien;9.1;2011
Bruce, Warren and Matthews;Thailand;Leah Snow;7.6;1982
Jones-Shannon;Gabon;Nicole Rhodes;6.5;2022
Smith PLC;Tajikistan;Hayden Graham;6.5;1993
Williams-Castro;Guatemala;Lori Roy;9.9;1997
Frazier, Gonzalez and Harris;Barbados;Laura Garcia;7.0;2016
Schneider Group;Palau;Jay Campbell;1.7;2000
Wallace, Martinez and Duran;Wallis and Futuna;Matthew Johnson;2.3;1993
Villanueva, Lee and Ewing;Jamaica;Christopher Walker;8.4;1973
Warren LLC;Sao Tome and Principe;Jenna Phillips;3.7;2008
Morrison Inc;Palestinian Territory;Daniel Crosby;8.6;1992
Atkins-Evans;Brazil;Jennifer Pace;5.1;1974
Zimmerman Ltd;Sudan;Christopher Miller;7.4;2016
Taylor, Allison and Ruiz;Switzerland;Keith Villa;8.5;1994
Fox, Valentine and Mueller;Germany;Roy Williams;6.2;2000
Matthews, Hawkins and Kim;Faroe Islands;Amy Hawkins;5.4;1990
Smith-Smith;United States Minor Outlying Islands;Joseph Gray;2.1;2019
Hill-Irwin;Spain;Amy Foley;8.8;1985
Joseph-Murillo;San Marino;Sean Maldonado;1.7;1974
Brown-Singh;Kiribati;Angel Howard;6.1;1998
Vargas, Lewis and Ellison;British Virgin Islands;Christopher Cox;9.5;2012
Russell PLC;Gibraltar;Michael Becker;7.5;1970
Young Inc;Guinea;Joel Baker;1.7;1971
Bush, Allen and Ryan;Dominica;Monica Carroll;3.6;2009
Oliver, Barrett and Smith;Denmark;Richard Wong;6.9;2008
Hayes LLC;Cameroon;Juan Williams;1.1;2004
Armstrong-Macias;Algeria;Anna Watkins;3.7;1989
Keller LLC;Macao;Steven Solis;2.8;1979
Livingston Group;Angola;Karen Hughes;6.9;2006
Morgan PLC;Tanzania;Kenneth Brown;8.3;1993
Simpson, Villanueva and Zamora;Chad;Christopher Johnson;9.1;1976
Simpson-Lewis;Jersey;Amanda Herman;3.8;2020
Reed, Curtis and Smith;Liberia;Stephanie Gonzales;3.6;1982
Powell Group;Uganda;Kimberly Moreno;2.4;1989
Rodgers-Hernandez;Saint Martin;Christopher Green;1.3;1998
Kramer, Parker and Evans;French Polynesia;Heather Strickland;3.4;2012
Larson-Rodriguez;Dominican Republic;Ian Brown;4.5;2002
Adams-Allen;Costa Rica;Michael Sampson;7.0;2012
Madden-Scott;French Southern Territories;John Lopez;9.5;1979
Anderson and Sons;Netherlands Antilles;Dr. Denise Shaw MD;6.2;2005
Joseph Group;New Zealand;Nicholas Parker;6.6;2012
Henry, Case and Henson;Panama;Amber Fox;4.0;2002
Walker-Aguilar;Tuvalu;Clinton Knight;1.9;1989
Pollard-Terry;Colombia;Cindy Tucker;9.5;1996
Briggs and Sons;Guinea;Michael White;6.6;1996
Booker-Moses;Oman;Laura Briggs;8.6;1986
Green, Hall and Turner;Netherlands Antilles;Nicole Solomon;9.3;1985
Marks, Peterson and Cisneros;Marshall Islands;Robert Castro;4.4;2000
Larson-Butler;United Arab Emirates;Vincent Terrell;7.8;1974
Obrien-Evans;Solomon Islands;Patricia Weaver;7.2;2004
Chavez-Bennett;India;Katie Villegas;4.7;2010
Evans, Gonzales and Christensen;Moldova;Kevin Miller;6.8;2008
Gonzales, Parker and Mathews;Burundi;Kelly Mcguire;3.4;2015
Gilmore PLC;Ethiopia;Justin Lloyd;9.4;1988
Long Ltd;Central African Republic;Ashley Campbell;2.2;2008
Wood, Carpenter and Anderson;United States of America;Shane Hopkins;2.6;1991
Chapman-Greer;Bulgaria;Jennifer Reed;7.1;1983
Stone, Walker and Watts;Maldives;Brian Grimes III;5.8;2000
George-Tran;Saudi Arabia;Michael Hernandez;1.4;1994
Reed Group;Nepal;Tonya Brooks;6.3;1983
Patel, Phillips and Foster;Holy See (Vatican City State);Sara Williams;1.9;1982
Goodwin LLC;Lao People's Democratic Republic;Edward Chapman;2.7;2012
Harvey and Sons;British Virgin Islands;Jeffrey Brown;4.9;1999
Gonzalez, Cantu and Brown;Greece;Anthony Sanders;7.1;1985
Atkins LLC;Serbia;Jill Baker;8.9;2002
Love Ltd;Saint Lucia;Joseph Neal;7.9;2006
Holt and Sons;Cote d'Ivoire;Shawn Reynolds;5.8;1974
Parrish Inc;Dominican Republic;Mary Chavez;2.8;1980
Payne, Walker and Glover;Jamaica;Howard Rice;6.7;2008
Brooks-Brock;Lithuania;Aimee West;5.6;1997
Brown Inc;Vanuatu;Andrea Nguyen;4.4;1995
Guerra, Taylor and Carter;Swaziland;Lauren Kennedy;9.8;1970
Burton-Stephens;Botswana;Jennifer Brewer;4.7;2006
Odonnell-Brown;Slovenia;Wanda Gonzalez;3.7;2007
Walters Group;Nicaragua;Alexander Warren;2.3;2004
Villanueva PLC;United States of America;Christian Smith;1.9;2019
George, Kelly and Foster;Philippines;Paige Lambert;2.3;2019
Morales, Collins and Chandler;Netherlands;Michael Lopez;4.0;1976
Henry Inc;Comoros;Sarah Thomas;9.8;1989
Hunter, Evans and Rodriguez;Isle of Man;Danielle Brown;9.7;1985
Campbell-Rogers;Madagascar;Jeremy Duncan;1.6;2001
Bishop, Johnson and King;Cuba;Stephen Porter;1.2;1972
Galvan-Thomas;Saint Kitts and Nevis;Johnny Brown;8.4;1980
Ramsey, Murray and Brooks;Saudi Arabia;Patricia Huerta;8.5;1991
Moore Group;Tokelau;Susan Glover;7.6;2008
Silva-Griffin;Namibia;Ashley Galvan;5.3;1970
Garcia, Roberts and Delacruz;San Marino;Allen Jones;9.9;2000
Wallace and Sons;Swaziland;Paula Davis;7.5;2020
Curry, May and Smith;El Salvador;Kathleen Livingston;3.8;1995
Conley and Sons;Puerto Rico;Christopher Richards;8.4;1992
Young-Johnson;Canada;Laura Hardy;3.9;1975
Schmitt, Kennedy and Figueroa;Australia;Jack Jones;3.6;1970
Nguyen-Clark;Lithuania;Jennifer Alvarez;3.4;1995
Hammond-Tate;Luxembourg;Alexander Adams;2.5;2005
Clark-Smith;Morocco;Elizabeth Braun;7.4;2015
Brown Ltd;Gabon;Adam Brown;6.7;1997
Goodman-Green;Denmark;Rebecca Hamilton;9.5;2012
Mathis and Sons;Congo;Dr. James Alexander;1.6;2005
Thomas and Sons;Myanmar;Christina Higgins;3.8;2018
Davis-Yang;Sudan;Jerry Rodriguez;8.0;2011
Turner-Rivas;Maldives;Daniel Williams;2.5;1993
Chan, Mcclain and Gibbs;Cook Islands;Michael Clark;7.0;1970
Gomez and Sons;Sri Lanka;Anthony Love;5.1;2004
Meyer-Miller;Trinidad and Tobago;Leslie Buckley;5.2;1996
Sharp, Parker and Knight;Namibia;Darren Nunez;8.1;1974
Garcia-Moon;Oman;Courtney White;7.6;1974
Hernandez PLC;United Arab Emirates;Matthew Jimenez;8.6;1982
Bradley Group;Afghanistan;Jamie Carter;7.4;2007
Cohen Group;Cote d'Ivoire;Sandra Ellis;1.8;2017
Nichols-Pierce;Bouvet Island (Bouvetoya);Kristen Lyons;1.3;2006
White-Jones;Iran;Nancy Elliott;9.3;2016
Watson, Lucas and Johnson;Kiribati;Shawn Trujillo;1.1;1996
Lawrence, Castro and Sanchez;Slovenia;Joseph Walters;4.3;1976
Bell-Barker;Myanmar;Regina Smith;5.2;1995
Martin Group;Costa Rica;Matthew Phillips MD;6.8;1983
Jimenez-Campbell;Netherlands Antilles;Joseph Cox;6.8;2000
Washington-Foley;Taiwan;Danielle Robinson;4.6;1977
Jackson and Sons;Peru;Michelle Hanson;6.7;1975
Spencer, Pope and Oneill;Yemen;Christopher Robinson;8.9;1988
Johnson, Murray and Sherman;Niger;Henry Young;5.2;1977
Ellis PLC;Samoa;Patrick Brandt MD;8.0;1995
Blake, Delgado and Porter;Malta;Tanner Lee;3.1;1999
Collins Inc;French Guiana;Courtney Knight;4.0;2003
Williams Group;Morocco;Mrs. Stephanie Howard;3.4;1990
Kim Ltd;New Zealand;Jeffrey Rhodes;2.6;2001
Le-Mitchell;Singapore;Eric Mendoza;4.4;1984
Norris-Stephenson;Finland;Sean Doyle;6.2;1999
Cross Inc;South Africa;Marissa Lawrence;7.6;1987
Henderson-Moran;Brazil;Andrew Wolf;6.1;2018
Chen Ltd;Indonesia;Matthew Castillo;5.4;2014
Sandoval-Hernandez;Guatemala;Katherine Wolf;3.8;1980
Mcintosh, Melendez and Russell;Liechtenstein;Ronald Cain;5.1;1971
Clark-Thomas;Norway;Gregory Dixon;4.1;2004
Williams, Wood and Dixon;Cocos (Keeling) Islands;Rachel Gomez;5.0;1972
Hill, Powell and Lester;Uzbekistan;Ann Anderson;4.2;2012
Nelson, Garcia and Turner;Japan;Robert Cummings;9.4;1999
Gibson, Martin and Ellis;American Samoa;Jose Hale;6.5;2006
Ballard Inc;Hong Kong;Destiny Sanchez;2.7;1995
Kelly-Oneill;Turkey;Stacy Sparks;8.2;2010
Maxwell and Sons;China;Jose Owens;3.5;2001
Bowman Inc;Liberia;Jerry Morris;6.7;1999
Brown-Clayton;Trinidad and Tobago;Amy Brown;8.6;1993
Liu LLC;Mali;Paul Gonzalez;9.8;1978
Johnson-Stephens;Mongolia;Jonathan Atkinson;6.7;1991
Smith Ltd;Comoros;Christopher Johnson;6.2;2001
Gardner-Pace;Ukraine;Scott Phillips;4.1;1978
Bell-Nolan;Tokelau;Dillon Walker;2.0;1987
Murphy-Long;Kazakhstan;Laura Adams;8.0;2020
Myers Ltd;Reunion;Aaron Romero;6.2;2019
Hall Inc;Azerbaijan;Brett Cook;4.4;2003
Young and Sons;Latvia;Haley Johnson;5.8;1997
Campos, Allen and Brown;Denmark;Matthew Perry;8.2;1971
Maddox, Warner and Bell;Nepal;Courtney Campbell;4.5;2016
Henderson and Sons;Mauritania;Steve Brown;3.5;1986
Murphy Ltd;Svalbard & Jan Mayen Islands;Tina Davis;2.6;2005
Morris, Campbell and Watson;Poland;Sherry Dixon;6.1;2018
Moore, Gilbert and Strickland;Yemen;Michael Oliver;9.1;2007
Hawkins LLC;Heard Island and McDonald Islands;Katie Hatfield;9.5;1988
Williams-Miles;South Georgia and the South Sandwich Islands;Katherine Johnson;2.6;1994
Pugh Group;Poland;Megan Duncan;2.4;1999
Olson-Campbell;United Kingdom;Daniel Jenkins;9.6;1983
Santana-Dunn;Honduras;David Peterson;8.7;1980
Hoffman, Walker and Kim;San Marino;Heather Jimenez;4.5;2000
Sloan PLC;Benin;Steven Davis;6.3;1986
French, Washington and Warren;Sri Lanka;Travis Bennett;1.5;2015
Jackson LLC;Pakistan;Gabriel Stokes;5.4;2012
Valenzuela, Graves and Caldwell;Botswana;Valerie Bell;8.7;2022
Morgan, Collins and Ramirez;Hungary;Jeffrey Grant;4.4;2009
Huff Group;Niue;Phillip Gay;1.5;1984
Nguyen, Johnson and Ross;Luxembourg;Tyler Singleton;2.5;2002
Harmon PLC;United States Virgin Islands;Laura Rice;4.9;1999
Bailey, Mcpherson and Wyatt;Qatar;Crystal Powers;5.0;2008
Gonzalez-Martin;Myanmar;Rebecca Pena;3.7;1973
Hanna and Sons;Guernsey;Felicia Vasquez;2.9;2007
Moss Ltd;Albania;Hunter Rojas;5.8;2009
Moreno, Simmons and Smith;Armenia;Joshua Casey;4.6;1982
Pierce and Sons;Italy;Thomas Elliott;9.8;1996
Anderson-Medina;Zambia;Ashley Castro;2.1;2001
Figueroa-Smith;Colombia;Gina Delacruz;3.3;2013
Moore, Moon and Guerrero;Barbados;Justin Mullins;7.7;1980
Chapman-Martinez;Sudan;Katie Carroll;2.8;2021
Simon Ltd;Greenland;Kevin Fritz;2.1;2000
Murphy-Johnson;Equatorial Guinea;Julie Love;3.4;2000
Hernandez-Vargas;Saint Barthelemy;Matthew Hunter;8.7;2019
Adkins, Carlson and Palmer;Norway;Rebecca Miller;6.1;1972
Garcia and Sons;Mayotte;Kristin Coffey;2.0;2016
Rivera, Thornton and Conley;Czech Republic;Frederick Wilson;7.0;2016
Johnston LLC;Macao;Matthew Cole;5.8;1994
Owens, Williamson and Martinez;Cook Islands;Nicole Shaw;8.5;1994
Nguyen Inc;Norway;Andrea Bennett;5.7;2006
Mack-Ford;Zambia;Vincent Clark;5.6;1986
Miranda-Stewart;Macedonia;Daniel Rivera;5.9;2000
Morrow PLC;Singapore;Gary Garcia;3.7;1975
Allen-Russell;Zimbabwe;Rhonda Wright;7.5;2008
Watkins, Flores and Rodriguez;Tunisia;Belinda Barnes;1.3;2003
Santiago PLC;Isle of Man;Shawn Fischer;1.7;1991
Frazier Inc;Sweden;Amanda Thompson;3.3;2011
Moore-Booth;United States of America;Anthony White;4.0;2000
Medina, Chen and Whitney;Cayman Islands;Raymond Harrison;9.3;2009
Garcia, Kelley and Payne;Spain;Carmen Barron;8.5;1981
Webster PLC;Cayman Islands;Crystal Perry;2.5;1987
Wilkinson, Jones and Saunders;Netherlands;Adam Reilly;8.6;1990
Smith, Mooney and Hardy;Marshall Islands;Elijah Davis;2.8;1980
Hernandez-Robertson;Zambia;Megan Lawrence;4.8;1986
Garrett-Fox;Armenia;Dr. Paul Johnson;7.1;2005
Dunn Group;Guadeloupe;Thomas Mays;1.1;1972
Smith, Hill and Shields;Dominica;Mariah Burke;7.6;1994
Herrera LLC;Western Sahara;Nicole Harris;7.8;2020
Gomez-Howell;Tonga;Emily Rivera;8.3;1989
Bell-Daniels;Thailand;Daniel Jackson;7.9;1992
Lewis, Cox and Moran;Trinidad and Tobago;Cynthia Watson;8.0;1995
Miller, Oliver and Duncan;El Salvador;Barbara Smith;4.1;1990
Anderson-Smith;Brazil;Melissa James;2.5;1989
Murphy-Watkins;Botswana;Jennifer Ibarra;3.2;2016
Hodges Inc;Suriname;Ann Clayton MD;9.0;1988
Welch, Contreras and Taylor;Aruba;Jessica Ruiz;5.5;2017
Shannon-Fox;Sao Tome and Principe;Melanie Wheeler;5.7;1992
Fernandez, Jenkins and Hines;Norway;Daniel Lee;5.9;1980
Mccoy-Simmons;Romania;Alejandro Lewis;5.3;2000
Walter LLC;Cayman Islands;Jennifer Ruiz;3.6;1996
Drake and Sons;India;Taylor Cook;8.8;1991
Gonzales-Carr;Uganda;Patricia Ramirez;3.0;2001
Moore Inc;Aruba;Larry Rodriguez;2.8;1986
Carpenter, Reynolds and Solis;Taiwan;Leonard Weaver;1.2;2015
Scott-Taylor;Germany;Hayley Jones;1.5;1999
Tate Inc;Micronesia;Jennifer Thomas;1.0;2008
Vasquez-Martin;United States of America;Corey Hodge;9.7;1979
Gamble-Smith;United States Virgin Islands;Mrs. Ruth Smith;5.0;1996
Miles, Salas and Flores;Germany;Robert Everett;5.5;1974
Sweeney-Simmons;Falkland Islands (Malvinas);Emma Ellison;2.1;2019
Zimmerman, Valenzuela and Martinez;Micronesia;Tara Peters;4.5;1996
Moreno-Johnson;Central African Republic;Nicholas Fernandez;5.7;2021
Baker Inc;Macedonia;Raymond Collins;7.8;2001
Ortega, Wilson and Sweeney;Mayotte;Michael Kent;4.1;2017
Wyatt-Kim;Austria;Dr. Miguel Sullivan;7.0;2010
Stout, Bryant and Morris;Bahamas;Jack Galloway;7.6;2007
Davis, Sanchez and Ross;Kyrgyz Republic;James Vaughn;6.1;1982
Walker-Holmes;Andorra;Miss Lisa Reese;8.0;1976
Phillips, Edwards and Young;Lithuania;Bradley Thompson;9.9;2019
Guzman, Bryan and Callahan;Lithuania;Jeremy Morrison;6.8;1990
Stewart, Welch and Graham;Montenegro;Spencer Carr;2.1;1974
Summers-Collier;Tonga;Dr. Ariel Robinson MD;4.9;1988
Klein and Sons;Cuba;Lauren Morris;3.5;1977
Jacobs, Adams and Hawkins;Lithuania;Reginald Knight;8.5;2015
Roy PLC;Japan;James Young;4.0;2004
Sparks, Young and Hall;Swaziland;Michelle White;8.0;1970
Kim Group;Gibraltar;Karen Reed;6.0;1976
Fisher Group;Liberia;Sarah Roman;2.3;2013
Morrison-Robinson;Lesotho;William Ramirez;1.5;2000
Thompson, Maldonado and Moore;Timor-Leste;Austin Wright;8.7;2003
Kennedy-Wiley;Andorra;Jacob Curry MD;2.4;1990
Allen-Norton;Montserrat;Sara Duncan;8.8;2013
Cole and Sons;Tunisia;Wendy Crawford;4.3;1976
Chapman, Johnson and Rice;Georgia;John Williams;1.1;1972
Rhodes PLC;Romania;Lee Massey;4.3;1990
Watkins-Taylor;Cuba;Emily Chen;2.5;2021
Leach, Galloway and Gallegos;Benin;Joshua Hammond;7.6;2015
Thompson Ltd;Bolivia;Michael Reeves;9.1;2015
Robinson-Landry;Brazil;Kevin Martin;3.2;2017
Johnson-Sawyer;Greece;Katie Perry;6.3;1971
Wade-Marquez;Indonesia;Martin Wells;5.2;2018
Wells-Ramirez;South Georgia and the South Sandwich Islands;Michael James;1.9;1983
Miller, Mitchell and Smith;South Georgia and the South Sandwich Islands;Stephen Maldonado;9.5;1971
Bruce-Johnson;Costa Rica;Kelly Davies;9.3;1970
Robertson and Sons;France;Adrienne Watkins;2.0;1976
Davis, Gates and Patterson;Tonga;Christopher Newman;4.6;1995
Sanders and Sons;Nicaragua;Cassidy Cummings;1.8;1987
Stein, Washington and Vincent;Kenya;Edwin Harris;2.2;1999
Carter and Sons;Monaco;Emma Adams;7.4;1999
Johnson-Cooper;Russian Federation;Rachael Kaufman;6.4;1987
Quinn-Collins;Vietnam;Jeffery Williamson;2.8;2005
Woodard-Durham;Costa Rica;Troy Potter;9.0;2017
Harris and Sons;French Southern Territories;Julie Callahan;7.1;1980
Pitts LLC;Mayotte;Melinda Hall;4.4;1984
Frank-Clayton;Saint Lucia;Amy Parrish;3.8;2004
Coleman PLC;Swaziland;Anthony Smith;5.5;1979
Allen-Salas;Tanzania;Rodney Cruz;8.7;1991
Sparks Group;Romania;Monica Williamson;6.3;1977
James PLC;Lao People's Democratic Republic;Donald Walker;4.5;2002
Morrow Inc;Afghanistan;Adriana Ellison;5.4;1978
Livingston, Morgan and Meyers;Burkina Faso;Scott Espinoza;6.3;2009
Santiago-Thomas;Chile;John Johns MD;10.0;1976
Johnson-Boyd;Uruguay;Kyle Wall;7.3;2007
Benton and Sons;Vietnam;Robert Hernandez;8.0;1973
Webster-Yang;Burkina Faso;Michael Bates;1.7;1987
Tran-Johnston;French Polynesia;Rhonda Wood;9.3;1979
Gonzalez, Garza and Yates;Vanuatu;Anna Robinson;9.7;1977
Roman LLC;Norfolk Island;Rachel Webster;2.4;1983
Blanchard-Nguyen;Greenland;Joseph Jensen;9.2;2015
Smith-Russell;Cameroon;Julian Hamilton;3.9;1996
Andersen, Gallegos and Fuller;Palau;April Bass;4.8;2008
Stanton-Peterson;El Salvador;Theresa Lopez MD;6.0;1970
Gutierrez, Duncan and Jensen;Nepal;Sheila Yang;1.5;2001
Luna-Clay;Tunisia;Justin Mejia;7.0;1977
Foster Ltd;Saint Pierre and Miquelon;Gabrielle Brooks;9.3;2008
Burns, Torres and Shannon;Lithuania;Jonathan Johnson;1.4;1994
Wong-Bennett;Kyrgyz Republic;Nathaniel Jones;7.7;2000
Rodriguez Ltd;Chile;Sean Keith;9.7;1989
Shelton Group;Somalia;Ms. Amy Chase MD;2.2;1978
Jimenez-Rodriguez;French Southern Territories;Heather Sosa;6.7;1997
Gomez-Hall;Croatia;Brianna Brown;1.5;1995
Davis, Navarro and Allison;Angola;Erik Reyes;2.9;1983
Craig Ltd;Brazil;Daniel Woods;2.3;1989
Brown, Smith and Fowler;Madagascar;Mary Haynes;6.3;2014
Reilly Ltd;Ecuador;Jeffrey Perez DDS;6.9;2006
Johnston-Reed;Bermuda;Tracy Garcia;4.2;2019
Chandler-Campbell;Russian Federation;Amy Joyce;1.1;1998
Hall PLC;Saint Vincent and the Grenadines;Peter Anderson;9.6;1992
Ellis-Rogers;Sao Tome and Principe;William Hood;9.0;1975
Cunningham, Lopez and Lee;France;Becky Guerra;1.9;1977
Henry Group;Jordan;Elizabeth Phillips;8.4;1979
Huerta and Sons;Sweden;Christian Edwards;5.0;2012
Harris, Martin and Davis;Iran;Adrian Garcia;7.6;1991
Gonzalez, Wilson and Smith;Bolivia;Eric Torres;4.0;1970
Watson, Harris and Whitney;El Salvador;Amy Young;3.0;1975
Pruitt, Jarvis and Roberts;French Guiana;Elizabeth Christensen;9.8;2007
Wallace-Lee;Svalbard & Jan Mayen Islands;Catherine Warren;5.2;1996
Romero Group;Vietnam;Nicholas Sharp;3.9;2015
Harrison-Huerta;Vietnam;Darrell Young;9.1;1993
Goodman PLC;Portugal;Mary Fry;2.3;1979
Richards-Hudson;Bahrain;Robert Howard;9.3;1998
Martinez-Foley;Finland;Christie Mitchell;7.6;1984
Krause-Carpenter;El Salvador;Mark Glenn;3.8;1979
Ward LLC;Palau;Katherine Morgan;3.0;1996
Moore, Flores and Wilson;Estonia;Deborah Jackson;9.2;1971
Blankenship LLC;Martinique;Anthony Avery DVM;5.5;2001
Smith-Rogers;Western Sahara;Melissa Gallagher;5.3;1984
Mckinney-Reynolds;Qatar;Melissa Adams;3.9;2020
Norman-Cummings;Sweden;Troy Sullivan;8.9;2011
Moore-Butler;Kiribati;Victoria Adams;2.2;2005
King Group;Burkina Faso;Patrick Wu;4.5;1993
Owens, Oconnor and Smith;Nigeria;Johnathan Craig;3.7;1973
Jones, Wood and Jones;Saudi Arabia;Donna Wilkerson;5.4;1973
Tate and Sons;Georgia;Mary Villa;3.0;1993
Thompson Group;Bermuda;Kim Thornton;6.8;2014
Bryant Inc;Mali;Cameron Yates;4.8;2018
Mcgee-White;El Salvador;Jessica Blake;2.1;1977
